Hawker Centre,Stall No,Approx. Stall Area (sqm),Trade,Tendered Bid (per month),Month of Tender
BLK 82 TELOK BLANGAH DRIVE,01-52,9,PRESERVED & DRIED GOODS,301,Aug-2020
BLK 82 TELOK BLANGAH DRIVE,01-52,9,PRESERVED & DRIED GOODS,101,Nov-2022
BLK 82 TELOK BLANGAH DRIVE,01-52,9,PRESERVED & DRIED GOODS,189,Sep-2023
BLK 84 MARINE PARADE CENTRAL,01-58,7.5,REPAIR,150,Sep-2019
BLK 84 MARINE PARADE CENTRAL,01-61,7.5,PIECE & SUNDRY GOODS,890,Aug-2019
BLK 84 MARINE PARADE CENTRAL,01-61,7.5,PIECE & SUNDRY GOODS,610,Jan-2020
BLK 84 MARINE PARADE CENTRAL,01-63,7.5,PIECE & SUNDRY GOODS,1563,Nov-2024
BLK 84 MARINE PARADE CENTRAL,01-65,7.5,PIECE & SUNDRY GOODS,1090,Sep-2019
BLK 84 MARINE PARADE CENTRAL,01-65,7.5,PIECE & SUNDRY GOODS,800,Aug-2020
BLK 84 MARINE PARADE CENTRAL,01-65,7.5,PIECE & SUNDRY GOODS,680,Jun-2021
BLK 84 MARINE PARADE CENTRAL,01-67,7.5,PIECE & SUNDRY GOODS,1380,May-2022
BLK 84 MARINE PARADE CENTRAL,01-69,7.5,PRESERVED & DRIED GOODS,300,Feb-2020
BLK 84 MARINE PARADE CENTRAL,01-71,7.5,PRESERVED & DRIED GOODS,2000,Apr-2019
BLK 84 MARINE PARADE CENTRAL,01-60,7.5,PIECE & SUNDRY GOODS,1000,Jun-2023
BLK 84 MARINE PARADE CENTRAL,01-64,7.5,PIECE & SUNDRY GOODS,563,Jan-2020
BLK 84 MARINE PARADE CENTRAL,01-65,7.5,PIECE & SUNDRY GOODS,914,Jan-2022
BLK 84 MARINE PARADE CENTRAL,01-66,7.5,PIECE & SUNDRY GOODS,515,Jun-2022
BLK 85 BEDOK NORTH STREET 4,01-84,7.32,PIECE & SUNDRY GOODS,1208,Jul-2019
BLK 85 BEDOK NORTH STREET 4,01-86,7.32,PIECE & SUNDRY GOODS,1288,Aug-2020
BLK 85 BEDOK NORTH STREET 4,01-84,7.32,PIECE & SUNDRY GOODS,1389,Feb-2022
BLK 89 CIRCUIT ROAD,01-78,7.5,PIECE & SUNDRY GOODS,180,Jul-2019
BLK 89 CIRCUIT ROAD,01-83,7.25,PIECE & SUNDRY GOODS,380,Mar-2024
BLK 89 CIRCUIT ROAD,01-85,7.5,PIECE & SUNDRY GOODS,165,Mar-2018
BLK 89 CIRCUIT ROAD,01-85,7.5,PIECE & SUNDRY GOODS,228,Oct-2024
BLK 89 CIRCUIT ROAD,01-88,7.5,REPAIR,50,Jan-2020
BLK 89 CIRCUIT ROAD,01-93,7.5,PRESERVED & DRIED GOODS,308,Sep-2024
BLK 89 CIRCUIT ROAD,01-78,7.5,PIECE & SUNDRY GOODS,120,Sep-2021
BLK 89 CIRCUIT ROAD,01-85,7.5,PIECE & SUNDRY GOODS,178,Apr-2021
BLK 89 CIRCUIT ROAD,01-85,7.5,PIECE & SUNDRY GOODS,189,Sep-2021
BLK 89 CIRCUIT ROAD,01-89,7.5,PIECE & SUNDRY GOODS,255,Nov-2021
BLK 93 TOA PAYOH LORONG 4,01-19,5.74,PRESERVED & DRIED GOODS,550,Jun-2021
BLK 93 TOA PAYOH LORONG 4,01-19,5.74,PRESERVED & DRIED GOODS,200,Mar-2023
BLK 93 TOA PAYOH LORONG 4,01-20,5.74,PRESERVED & DRIED GOODS,550,Jun-2021
BLK 93 TOA PAYOH LORONG 4,01-20,5.74,PRESERVED & DRIED GOODS,468,Mar-2022
BLK 93 TOA PAYOH LORONG 4,01-20,5.74,PRESERVED & DRIED GOODS,200,Mar-2023
BLK 93 TOA PAYOH LORONG 4,01-26,5.74,PIECE & SUNDRY GOODS,508,Nov-2023
BLK 93 TOA PAYOH LORONG 4,01-27,5.74,PIECE & SUNDRY GOODS,524,Dec-2019
BLK 93 TOA PAYOH LORONG 4,01-28,5.74,PIECE & SUNDRY GOODS,510,Oct-2020
BLK 93 TOA PAYOH LORONG 4,01-28,5.74,PIECE & SUNDRY GOODS,401,Mar-2023
BUKIT TIMAH MARKET,01-78,7.45,PRESERVED & DRIED GOODS,488,Mar-2021
BUKIT TIMAH MARKET,01-78,7.45,PIECE & SUNDRY GOODS,319,Sep-2021
BUKIT TIMAH MARKET,01-81,7.45,PIECE & SUNDRY GOODS,1205,May-2019
BUKIT TIMAH MARKET,01-81,7.45,PIECE & SUNDRY GOODS,1228,Oct-2019
BUKIT TIMAH MARKET,01-84,7.45,PIECE & SUNDRY GOODS,1062,May-2019
BUKIT TIMAH MARKET,01-92,7.03,PIECE & SUNDRY GOODS,1200,Aug-2019
COMMONWEALTH CRESCENT MARKET,01-14,8.95,PRESERVED & DRIED GOODS,599.9,Feb-2022
COMMONWEALTH CRESCENT MARKET,01-16,8.95,PRESERVED & DRIED GOODS,110,Apr-2018
COMMONWEALTH CRESCENT MARKET,01-16,8.95,PIECE & SUNDRY GOODS,320,Aug-2022
COMMONWEALTH CRESCENT MARKET,01-24,8.95,PIECE & SUNDRY GOODS,208,Jan-2021
COMMONWEALTH CRESCENT MARKET,01-24,8.95,PRESERVED & DRIED GOODS,388.99,Feb-2022
COMMONWEALTH CRESCENT MARKET,01-24,8.95,PIECE & SUNDRY GOODS,128,Dec-2022
COMMONWEALTH CRESCENT MARKET,01-01,8.95,PIECE & SUNDRY GOODS,100,Aug-2022
COMMONWEALTH CRESCENT MARKET,01-25,8.95,PRESERVED & DRIED GOODS,268,Oct-2019
COMMONWEALTH CRESCENT MARKET,01-25,8.95,PIECE & SUNDRY GOODS,189,Feb-2020
COMMONWEALTH CRESCENT MARKET,01-25,8.95,PIECE & SUNDRY GOODS,531,Oct-2020
COMMONWEALTH CRESCENT MARKET,01-02,8.95,PIECE & SUNDRY GOODS,129,Jun-2023
COMMONWEALTH CRESCENT MARKET,01-03,8.95,PIECE & SUNDRY GOODS,156,Jun-2023
COMMONWEALTH CRESCENT MARKET,01-08,8.95,PIECE & SUNDRY GOODS,288,Sep-2024
COMMONWEALTH CRESCENT MARKET,01-08,8.95,PIECE & SUNDRY GOODS,200,Jul-2022
COMMONWEALTH CRESCENT MARKET,01-10,8.95,PIECE & SUNDRY GOODS,520,Jul-2020
COMMONWEALTH CRESCENT MARKET,01-10,8.95,PIECE & SUNDRY GOODS,329,Nov-2024
GEYLANG SERAI MARKET,02-73,8.51,PIECE & SUNDRY GOODS,2188,May-2019
GEYLANG SERAI MARKET,02-89,8.68,PIECE & SUNDRY GOODS,2300,Oct-2021
GEYLANG SERAI MARKET,02-93,8.86,PIECE & SUNDRY GOODS,3194,Oct-2021
GEYLANG SERAI MARKET,02-13,8.46,PIECE & SUNDRY GOODS,2628,Sep-2023
GEYLANG SERAI MARKET,02-02,9.18,PIECE & SUNDRY GOODS,2828,Nov-2024
GEYLANG SERAI MARKET,02-11,11.16,PIECE & SUNDRY GOODS,1228,Jul-2018
GEYLANG SERAI MARKET,02-12,8.38,PIECE & SUNDRY GOODS,1535,May-2019
HOLLAND VILLAGE MARKET,01-33,5.25,PRESERVED & DRIED GOODS,600,Oct-2023
HOLLAND VILLAGE MARKET,01-33,5.25,PRESERVED & DRIED GOODS,377,Jul-2022
HOLLAND VILLAGE MARKET,01-01,5.88,PIECE & SUNDRY GOODS,288,Aug-2020
HOLLAND VILLAGE MARKET,01-01,5.88,PIECE & SUNDRY GOODS,389,Nov-2022
HOLLAND VILLAGE MARKET,01-01,5.88,PIECE & SUNDRY GOODS,1209,Jan-2024
HOLLAND VILLAGE MARKET,01-01,5.88,PIECE & SUNDRY GOODS,1114,Sep-2024
HOLLAND VILLAGE MARKET,01-02,5.88,PIECE & SUNDRY GOODS,316,Aug-2020
HOLLAND VILLAGE MARKET,01-02,5.88,PIECE & SUNDRY GOODS,450,Nov-2022
HOLLAND VILLAGE MARKET,01-02,5.88,PIECE & SUNDRY GOODS,1509,Oct-2024
HOLLAND VILLAGE MARKET,01-04,5.88,PIECE & SUNDRY GOODS,710,Nov-2023
HOLLAND VILLAGE MARKET,01-04,5.88,PIECE & SUNDRY GOODS,1203,Nov-2024
HOLLAND VILLAGE MARKET,01-06,5.88,PIECE & SUNDRY GOODS,955,Sep-2020
HOLLAND VILLAGE MARKET,01-07,5.88,PIECE & SUNDRY GOODS,1390,Aug-2020
HOLLAND VILLAGE MARKET,01-08,5.88,PIECE & SUNDRY GOODS,300,Jul-2020
KALLANG ESTATE MARKET,01-30,6.7,PIECE & SUNDRY GOODS,99,Sep-2019
KALLANG ESTATE MARKET,01-30,6.7,PIECE & SUNDRY GOODS,414,Jul-2024
KALLANG ESTATE MARKET,01-32,6.7,REPAIR,88,Nov-2019
KALLANG ESTATE MARKET,01-32,6.7,REPAIR,120,Oct-2020
KALLANG ESTATE MARKET,01-20,6.7,PRESERVED & DRIED GOODS,503,Sep-2020
KALLANG ESTATE MARKET,01-28,6.7,PIECE & SUNDRY GOODS,400,Sep-2019
NORTH BRIDGE ROAD MARKET,01-63,7.04,PIECE & SUNDRY GOODS,301,Jul-2019
NORTH BRIDGE ROAD MARKET,01-63,7.04,PIECE & SUNDRY GOODS,200,Aug-2020
NORTH BRIDGE ROAD MARKET,01-63,7.04,PIECE & SUNDRY GOODS,528,Nov-2020
NORTH BRIDGE ROAD MARKET,01-63,7.04,PRESERVED & DRIED GOODS,188,Mar-2021
NORTH BRIDGE ROAD MARKET,01-70,7.04,PRESERVED & DRIED GOODS,518,Feb-2024
NORTH BRIDGE ROAD MARKET,01-70,7.04,PRESERVED & DRIED GOODS,328,Jul-2024
NORTH BRIDGE ROAD MARKET,01-71,7.04,PRESERVED & DRIED GOODS,428,Apr-2024
NORTH BRIDGE ROAD MARKET,01-72,7.04,PIECE & SUNDRY GOODS,420,Feb-2018
NORTH BRIDGE ROAD MARKET,01-72,7.04,PRESERVED & DRIED GOODS,108,Apr-2019
NORTH BRIDGE ROAD MARKET,01-73,7.04,PRESERVED & DRIED GOODS,208,Apr-2018
NORTH BRIDGE ROAD MARKET,01-74,7.04,PIECE & SUNDRY GOODS,338,Apr-2021
NORTH BRIDGE ROAD MARKET,01-83,7.04,PRESERVED & DRIED GOODS,251,Nov-2022
NORTH BRIDGE ROAD MARKET,01-84,7.04,PIECE & SUNDRY GOODS,889,Jul-2024
SERANGOON GARDEN MARKET,01-48,10.37,PIECE & SUNDRY GOODS,929,Sep-2020
SERANGOON GARDEN MARKET,01-49,10.37,PIECE & SUNDRY GOODS,471,Apr-2024
SERANGOON GARDEN MARKET,01-49,10.37,PIECE & SUNDRY GOODS,900,Jun-2023
SERANGOON GARDEN MARKET,01-52,10.37,PIECE & SUNDRY GOODS,789,Oct-2020
SERANGOON GARDEN MARKET,01-80,7.92,PRESERVED & DRIED GOODS,615,Jul-2024
SERANGOON GARDEN MARKET,01-81,7.92,PRESERVED & DRIED GOODS,336,Jan-2021
SERANGOON GARDEN MARKET,01-82,7.92,PRESERVED & DRIED GOODS,508,Jan-2021
SERANGOON GARDEN MARKET,01-82,7.92,PRESERVED & DRIED GOODS,380,Nov-2021
SERANGOON GARDEN MARKET,01-82,7.92,PRESERVED & DRIED GOODS,388,Apr-2022
SERANGOON GARDEN MARKET,01-82,7.92,PRESERVED & DRIED GOODS,500,Apr-2023
TANGLIN HALT MARKET,01-41,6.05,PIECE & SUNDRY GOODS,321,Mar-2018
TANGLIN HALT MARKET,01-42,6.05,PIECE & SUNDRY GOODS,100,Jul-2020
TANGLIN HALT MARKET,01-42,6.05,PIECE & SUNDRY GOODS,200,May-2022
TANGLIN HALT MARKET,01-43,6.05,PIECE & SUNDRY GOODS,120,Apr-2022
TANGLIN HALT MARKET,01-45,6.05,PIECE & SUNDRY GOODS,45.9,Feb-2022
TANGLIN HALT MARKET,01-48,6.05,PRESERVED & DRIED GOODS,100,May-2018
TANGLIN HALT MARKET,01-48,6.05,PRESERVED & DRIED GOODS,20,Feb-2020
TANGLIN HALT MARKET,01-48,6.05,PRESERVED & DRIED GOODS,110,Sep-2023
TANGLIN HALT MARKET,01-49,6.05,PRESERVED & DRIED GOODS,30,Feb-2020
TANGLIN HALT MARKET,01-49,6.05,PIECE & SUNDRY GOODS,218,Sep-2023
TANGLIN HALT MARKET,01-44,6.05,PIECE & SUNDRY GOODS,168,May-2024
TIONG BAHRU MARKET,01-34,8.73,PIECE & SUNDRY GOODS,918,Mar-2018
TIONG BAHRU MARKET,01-35,8.73,PIECE & SUNDRY GOODS,818.8,Apr-2019
TIONG BAHRU MARKET,01-35,8.73,PIECE & SUNDRY GOODS,600,May-2023
TIONG BAHRU MARKET,01-79,8.73,PRESERVED & DRIED GOODS,688,Feb-2018
TIONG BAHRU MARKET,01-79,8.73,PRESERVED & DRIED GOODS,451,Feb-2019
TIONG BAHRU MARKET,01-79,8.73,PRESERVED & DRIED GOODS,333,Aug-2019
TIONG BAHRU MARKET,01-79,8.73,PIECE & SUNDRY GOODS,401.98,Apr-2023
TIONG BAHRU MARKET,01-80,8.73,PIECE & SUNDRY GOODS,608,Aug-2023
TIONG BAHRU MARKET,01-80,8.73,PIECE & SUNDRY GOODS,600,Jul-2022
TIONG BAHRU MARKET,01-81,8.73,PIECE & SUNDRY GOODS,250,Dec-2018
TIONG BAHRU MARKET,01-81,8.73,PIECE & SUNDRY GOODS,456,Nov-2023
TIONG BAHRU MARKET,01-82,8.73,PIECE & SUNDRY GOODS,250,Nov-2018
TIONG BAHRU MARKET,01-83,8.73,PIECE & SUNDRY GOODS,333,Nov-2018
TIONG BAHRU MARKET,01-86,8.73,PIECE & SUNDRY GOODS,400,Jul-2019
TIONG BAHRU MARKET,01-86,8.73,PIECE & SUNDRY GOODS,518,Oct-2020
TIONG BAHRU MARKET,01-87,8.73,PIECE & SUNDRY GOODS,500,Jul-2020
TIONG BAHRU MARKET,01-87,8.73,PIECE & SUNDRY GOODS,310,Oct-2022
TIONG BAHRU MARKET,01-88,8.73,REPAIR,388,Oct-2018
TIONG BAHRU MARKET,01-89,8.73,PIECE & SUNDRY GOODS,618,Jun-2021
TIONG BAHRU MARKET,01-89,8.73,PIECE & SUNDRY GOODS,389.99,Mar-2023
TIONG BAHRU MARKET,01-90,8.73,PIECE & SUNDRY GOODS,238.89,Jul-2018
TIONG BAHRU MARKET,01-90,8.73,PIECE & SUNDRY GOODS,550,Apr-2019
TIONG BAHRU MARKET,01-90,8.73,PIECE & SUNDRY GOODS,829,Mar-2021
TIONG BAHRU MARKET,01-90,8.73,PIECE & SUNDRY GOODS,600,Oct-2021
TIONG BAHRU MARKET,01-90,8.73,PIECE & SUNDRY GOODS,618.88,Sep-2022
TIONG BAHRU MARKET,01-90,8.73,PIECE & SUNDRY GOODS,388,Aug-2023
TIONG BAHRU MARKET,01-91,8.73,PIECE & SUNDRY GOODS,233,Jun-2018
TIONG BAHRU MARKET,01-92,8.73,PRESERVED & DRIED GOODS,700,Mar-2018
TIONG BAHRU MARKET,01-92,8.73,PRESERVED & DRIED GOODS,88,Feb-2023
TIONG BAHRU MARKET,01-14,8.73,PIECE & SUNDRY GOODS,829,Jul-2018
TIONG BAHRU MARKET,01-14,8.73,PIECE & SUNDRY GOODS,1313,Sep-2019
TIONG BAHRU MARKET,01-14,8.73,PIECE & SUNDRY GOODS,1119,Jan-2021
TIONG BAHRU MARKET,01-14,8.73,PIECE & SUNDRY GOODS,698,Feb-2024
TIONG BAHRU MARKET,01-14,8.73,PIECE & SUNDRY GOODS,911.99,Oct-2024
TIONG BAHRU MARKET,01-14,8.73,PIECE & SUNDRY GOODS,1009.99,Jul-2022
TIONG BAHRU MARKET,01-18,8.73,PIECE & SUNDRY GOODS,1520,Sep-2021
TIONG BAHRU MARKET,01-18,8.73,PIECE & SUNDRY GOODS,1208,Sep-2022
TIONG BAHRU MARKET,01-19,8.73,PIECE & SUNDRY GOODS,991,Jul-2019
TIONG BAHRU MARKET,01-19,8.73,PIECE & SUNDRY GOODS,1300,Apr-2021
TIONG BAHRU MARKET,01-19,8.73,PIECE & SUNDRY GOODS,1100,Jan-2022
TIONG BAHRU MARKET,01-19,8.73,PIECE & SUNDRY GOODS,1008,Feb-2024
TIONG BAHRU MARKET,01-19,8.73,PIECE & SUNDRY GOODS,1008.88,Jul-2022
TIONG BAHRU MARKET,01-22,8.73,PIECE & SUNDRY GOODS,1000,Aug-2021
TIONG BAHRU MARKET,01-22,8.73,PIECE & SUNDRY GOODS,510,Jan-2022
TIONG BAHRU MARKET,01-22,8.73,PIECE & SUNDRY GOODS,621.88,Mar-2024
TIONG BAHRU MARKET,01-24,8.73,PIECE & SUNDRY GOODS,1200,Sep-2021
TIONG BAHRU MARKET,01-01,8.73,PIECE & SUNDRY GOODS,608,May-2023
TIONG BAHRU MARKET,01-03,8.73,PIECE & SUNDRY GOODS,520,Aug-2022
TIONG BAHRU MARKET,01-03,8.73,PIECE & SUNDRY GOODS,688,Jan-2024
TIONG BAHRU MARKET,01-05,8.73,PIECE & SUNDRY GOODS,828,Feb-2020
TIONG BAHRU MARKET,01-05,8.73,PIECE & SUNDRY GOODS,1230,Feb-2021
TIONG BAHRU MARKET,01-05,8.73,PIECE & SUNDRY GOODS,368,Jan-2022
TIONG BAHRU MARKET,01-10,8.73,PIECE & SUNDRY GOODS,1201,Aug-2022
TIONG BAHRU MARKET,01-29,8.73,PIECE & SUNDRY GOODS,1119,Sep-2021
BEO CRESCENT MARKET,01-30,6.11,BEANCAKES & NOODLES,2,Jul-2020
BEO CRESCENT MARKET,01-30,6.11,ASSORTED SPICES,88,Sep-2021
BEO CRESCENT MARKET,01-32,6.11,VEGETABLES,40,Mar-2019
BEO CRESCENT MARKET,01-32,6.11,VEGETABLES,280,Mar-2021
BEO CRESCENT MARKET,01-41,6.11,VEGETABLES,300,Feb-2020
BEO CRESCENT MARKET,01-41,6.11,VEGETABLES,280,Jan-2022
BEO CRESCENT MARKET,01-41,6.11,VEGETABLES,10,Apr-2023
BEO CRESCENT MARKET,01-42,6.11,VEGETABLES,300,Feb-2020
BEO CRESCENT MARKET,01-42,6.11,VEGETABLES,280,Jan-2022
BEO CRESCENT MARKET,01-42,6.11,VEGETABLES,10,Apr-2023
BEO CRESCENT MARKET,01-46,6.11,WHOLE FRUITS,138,Sep-2023
BEO CRESCENT MARKET,01-47,6.11,WHOLE FRUITS,68,Sep-2023
BEO CRESCENT MARKET,01-48,6.11,WHOLE FRUITS,50,Nov-2024
BEO CRESCENT MARKET,01-13,6.11,PORK,8,Oct-2024
BEO CRESCENT MARKET,01-14,6.11,PORK,210,Nov-2023
BEO CRESCENT MARKET,01-17,6.11,EGGS,1,Dec-2019
BEO CRESCENT MARKET,01-17,6.11,EGGS,17,Jul-2020
BEO CRESCENT MARKET,01-17,6.11,EGGS,50,Nov-2022
BEO CRESCENT MARKET,01-17,6.11,EGGS,88,Apr-2023
BEO CRESCENT MARKET,01-18,6.11,EGGS,30,Apr-2019
BEO CRESCENT MARKET,01-19,6.11,FROZEN GOODS,100,Jun-2019
BEO CRESCENT MARKET,01-19,6.11,FROZEN GOODS,30,Dec-2022
BEO CRESCENT MARKET,01-19,6.11,FROZEN GOODS,100,Apr-2023
BEO CRESCENT MARKET,01-19,6.11,FROZEN GOODS,115,Jan-2024
BEO CRESCENT MARKET,01-19,6.11,FROZEN GOODS,10,Nov-2024
BEO CRESCENT MARKET,01-24,6.11,FROZEN GOODS,66,Sep-2020
BEO CRESCENT MARKET,01-24,6.11,HALAL FROZEN GOODS,27.11,Oct-2021
BEO CRESCENT MARKET,01-04,6.11,FRESH SEAFOOD,16,Sep-2018
BEO CRESCENT MARKET,01-04,6.11,FRESH SEAFOOD,20,Oct-2019
BEO CRESCENT MARKET,01-04,6.11,FRESH SEAFOOD,60,Sep-2020
BEO CRESCENT MARKET,01-04,6.11,FRESH SEAFOOD,38,Aug-2021
BEO CRESCENT MARKET,01-04,6.11,PROCESSED RAW SEAFOOD,272,Feb-2022
BEO CRESCENT MARKET,01-04,6.11,FRESH SEAFOOD,10,Sep-2023
BEO CRESCENT MARKET,01-05,6.11,FRESH SEAFOOD,20,Oct-2018
BEO CRESCENT MARKET,01-06,6.11,FRESH SEAFOOD,20,Mar-2018
BEO CRESCENT MARKET,01-08,6.11,FRESH SEAFOOD,38,Nov-2018
BEO CRESCENT MARKET,01-08,6.11,FRESH SEAFOOD,8,Sep-2023
BEO CRESCENT MARKET,01-10,6.11,FRESH SEAFOOD,38,Nov-2018
BEO CRESCENT MARKET,01-10,6.11,FRESH SEAFOOD,8,Nov-2023
BLK 105 HOUGANG AVENUE 1,01-31,5.2,FRESH SEAFOOD,920,Mar-2023
BLK 105 HOUGANG AVENUE 1,01-40,5.2,PORK,1808,Oct-2020
BLK 105 HOUGANG AVENUE 1,01-41,5.2,PORK,188,Feb-2020
BLK 105 HOUGANG AVENUE 1,01-50,5.2,PORK,2100,May-2024
BLK 105 HOUGANG AVENUE 1,01-51,5.2,POULTRY,300,Nov-2024
BLK 105 HOUGANG AVENUE 1,01-55,5.2,POULTRY,3019,Jun-2019
BLK 105 HOUGANG AVENUE 1,01-55,5.2,POULTRY,1009,Dec-2019
BLK 105 HOUGANG AVENUE 1,01-16,5.1,FRESH SEAFOOD,150,Mar-2024
BLK 105 HOUGANG AVENUE 1,01-22,5.2,FRESH SEAFOOD,800,May-2024
BLK 105 HOUGANG AVENUE 1,01-24,5.1,FRESH SEAFOOD,500,Nov-2019
BLK 105 HOUGANG AVENUE 1,01-26,5.1,FRESH SEAFOOD,153,Jul-2019
BLK 105 HOUGANG AVENUE 1,01-26,5.1,FRESH SEAFOOD,500,Jun-2022
BLK 105 HOUGANG AVENUE 1,01-27,5.1,FRESH SEAFOOD,105,Mar-2024
BLK 105 HOUGANG AVENUE 1,01-28,5.2,FRESH SEAFOOD,333,Aug-2024
BLK 105 HOUGANG AVENUE 1,01-39,5.2,PORK,1808,Oct-2020
BLK 105 HOUGANG AVENUE 1,01-24,5.1,FRESH SEAFOOD,550,Sep-2022
BLK 105 HOUGANG AVENUE 1,01-28,5.2,FRESH SEAFOOD,151,Jun-2023
BLK 11 TELOK BLANGAH CRESCENT,01-30,6.35,FRESH SEAFOOD,20,Jan-2021
BLK 11 TELOK BLANGAH CRESCENT,01-30,6.35,FRESH SEAFOOD,28,Aug-2022
BLK 11 TELOK BLANGAH CRESCENT,01-31,6.35,FROZEN GOODS,15,Feb-2019
BLK 11 TELOK BLANGAH CRESCENT,01-32,6.35,FRESH SEAFOOD,57,Dec-2019
BLK 11 TELOK BLANGAH CRESCENT,01-47,6.35,POULTRY,100,Oct-2019
BLK 11 TELOK BLANGAH CRESCENT,01-48,6.35,POULTRY,200,Nov-2020
BLK 11 TELOK BLANGAH CRESCENT,01-54,6.35,FROZEN GOODS,36,Apr-2019
BLK 11 TELOK BLANGAH CRESCENT,01-14,6.35,VEGETABLES,11,Aug-2018
BLK 11 TELOK BLANGAH CRESCENT,01-14,6.35,VEGETABLES,508,Sep-2020
BLK 11 TELOK BLANGAH CRESCENT,01-14,6.35,VEGETABLES,6,Jan-2023
BLK 11 TELOK BLANGAH CRESCENT,01-05,6.35,WHOLE FRUITS,1008,Aug-2020
BLK 11 TELOK BLANGAH CRESCENT,01-06,6.35,WHOLE FRUITS,808,Aug-2020
BLK 11 TELOK BLANGAH CRESCENT,01-06,6.35,WHOLE FRUITS,33,Sep-2022
BLK 11 TELOK BLANGAH CRESCENT,01-07,6.35,WHOLE FRUITS,808,Aug-2020
BLK 11 TELOK BLANGAH CRESCENT,01-08,6.35,WHOLE FRUITS,608,Aug-2020
BLK 11 TELOK BLANGAH CRESCENT,01-08,6.35,WHOLE FRUITS,79,Mar-2023
BLK 11 TELOK BLANGAH CRESCENT,01-11,6.35,FLOWERS,80,Sep-2024
BLK 11 TELOK BLANGAH CRESCENT,01-29,6.35,FRESH SEAFOOD,40,Mar-2021
BLK 11 TELOK BLANGAH CRESCENT,01-29,6.35,FROZEN GOODS,20,Mar-2024
BLK 11 TELOK BLANGAH CRESCENT,01-56,6.35,PORK,95,Nov-2022
BLK 11 TELOK BLANGAH CRESCENT,01-05,6.35,WHOLE FRUITS,33,Sep-2022
BLK 11 TELOK BLANGAH CRESCENT,01-07,6.35,WHOLE FRUITS,33,Nov-2022
BLK 11 TELOK BLANGAH CRESCENT,01-08,6.35,WHOLE FRUITS,88,May-2021
BLK 112 JALAN BUKIT MERAH,01-30,6.24,VEGETABLES,228,Aug-2020
BLK 112 JALAN BUKIT MERAH,01-34,6.24,PROCESSED RAW SEAFOOD,18,Oct-2019
BLK 112 JALAN BUKIT MERAH,01-35,6.24,FRESH SEAFOOD,100,Jul-2020
BLK 112 JALAN BUKIT MERAH,01-35,6.24,FROZEN GOODS,12,Oct-2024
BLK 112 JALAN BUKIT MERAH,01-40,6.24,FRESH SEAFOOD,138,Feb-2020
BLK 112 JALAN BUKIT MERAH,01-40,6.24,FROZEN GOODS,6,Jul-2024
BLK 112 JALAN BUKIT MERAH,01-41,6.24,FRESH SEAFOOD,138,Feb-2020
BLK 112 JALAN BUKIT MERAH,01-41,6.24,FRESH SEAFOOD,20,Mar-2023
BLK 112 JALAN BUKIT MERAH,01-42,6.24,FRESH SEAFOOD,7,Mar-2023
BLK 112 JALAN BUKIT MERAH,01-25,6.24,FRESH SEAFOOD,8,Jul-2020
BLK 112 JALAN BUKIT MERAH,01-25,6.24,ASSORTED SPICES,1.2,Sep-2021
BLK 112 JALAN BUKIT MERAH,01-25,6.24,FLOWERS,19.9,Apr-2024
BLK 112 JALAN BUKIT MERAH,02-01,6.24,FROZEN GOODS,38,Feb-2018
BLK 112 JALAN BUKIT MERAH,02-02,6.24,FROZEN GOODS,38,Feb-2018
BLK 112 JALAN BUKIT MERAH,02-02,6.24,FROZEN GOODS,130,Apr-2024
BLK 112 JALAN BUKIT MERAH,02-03,6.24,EGGS,28,May-2018
BLK 112 JALAN BUKIT MERAH,02-03,6.24,WHOLE FRUITS,12,Apr-2024
BLK 112 JALAN BUKIT MERAH,02-04,6.24,WHOLE FRUITS,12,Apr-2024
BLK 112 JALAN BUKIT MERAH,01-28,6.24,VEGETABLES,110,Feb-2020
BLK 112 JALAN BUKIT MERAH,01-29,6.24,VEGETABLES,168,Aug-2020
BLK 112 JALAN BUKIT MERAH,01-30,6.24,VEGETABLES,300,Dec-2020
BLK 112 JALAN BUKIT MERAH,01-39,6.24,FRESH SEAFOOD,54,Jan-2022
BLK 112 JALAN BUKIT MERAH,01-24,6.24,BEANCAKES & NOODLES,35,Feb-2022
BLK 112 JALAN BUKIT MERAH,01-28,6.24,VEGETABLES,21,Dec-2020
BLK 112 JALAN BUKIT MERAH,01-29,6.24,VEGETABLES,188,Dec-2020
BLK 127 TOA PAYOH LORONG 1,01-33,5.37,FROZEN GOODS,127,Apr-2019
BLK 127 TOA PAYOH LORONG 1,01-33,5.37,FROZEN GOODS,308,Nov-2019
BLK 127 TOA PAYOH LORONG 1,01-35,5.37,ASSORTED SPICES,101,Apr-2024
BLK 127 TOA PAYOH LORONG 1,01-36,5.37,ASSORTED SPICES,35,Nov-2019
BLK 127 TOA PAYOH LORONG 1,01-36,5.37,ASSORTED SPICES,101,Sep-2024
BLK 127 TOA PAYOH LORONG 1,01-39,5.37,PORK,201,Aug-2024
BLK 127 TOA PAYOH LORONG 1,01-74,5.37,FRESH SEAFOOD,88,Dec-2019
BLK 127 TOA PAYOH LORONG 1,01-74,5.37,FRESH SEAFOOD,128,Jun-2023
BLK 127 TOA PAYOH LORONG 1,01-75,5.37,FRESH SEAFOOD,30,Oct-2023
BLK 127 TOA PAYOH LORONG 1,01-82,5.37,FRESH SEAFOOD,40,Feb-2019
